transaction_hash,wallet_address,event_id,transaction_type,status,timestamp,ticket_count,price_paid,original_event_price,markup_pct,ip_hash,is_resale,scalping_label,fraud_label,risk_score
0x0f16a7a69e2b464a96d7c5a127ac1c2e0a5c309e,0xe36add42a9d54ef98839a09575366f37,EVT_048,PURCHASE,SUCCESS,2025-11-27 21:09:35.645973,1,177.0,177,0.0,e3473427e551e49843642bbbcb6ccf21,False,0,0,0
0x76e72682db4f4a6086886e5bd613b61b62cf5528,0xc5a6d4b524a84f948a494e7fd6866105,EVT_048,PURCHASE,SUCCESS,2025-11-27 23:24:35.645973,4,177.0,177,0.0,89f16657e9a18787523059ea476166a1,False,0,0,0
0xe7b03a27a24e4879abbbb3db7a69e2ffe00e1928,0x1efe997d08934f5da015f235583378e2,EVT_039,PURCHASE,SUCCESS,2025-11-27 23:56:54.640445,1,362.0,362,0.0,af7967ebddd9f3d47dc01c62687fe2a2,False,0,0,0
0xedf026b03e7146fe8ab2792d4a4b0f2ac05d1984,0x8b0b6eb8f0f9448698e3ec0c6aade860,EVT_039,PURCHASE,SUCCESS,2025-11-28 01:28:44.640445,1,362.0,362,0.0,d646d3e7e0dd311d33f35e4f1056ce41,False,0,0,0
0x36546243931c46e88dd5580adb3848373c7208f6,0x989a08291c3743e8bc703dd19d3f28f0,EVT_039,PURCHASE,SUCCESS,2025-11-28 02:04:50.640445,4,362.0,362,0.0,a1fa28cd575681f5bb136f4b413aafbf,False,0,0,0
0xa143d8cfe7ab4e498b38a50ffac1e353b5bd98df,0xfd76b99b89174355af89672cd5208e9b,EVT_048,PURCHASE,SUCCESS,2025-11-28 03:35:51.645973,4,177.0,177,0.0,b52492907987cc06f3755a7738775531,False,0,0,0
0xf22d7308c95341eca27e7e0c0258f53eff76cb64,0xe708d16e5f3d42b287458307dc8668cc,EVT_048,PURCHASE,SUCCESS,2025-11-28 04:03:24.645973,1,177.0,177,0.0,8a30b82600c4214f9eed566c4f8d3ac0,False,0,0,0
0x9574a63e5d3b4065a2207ec8a164cde3a805b226,0xe018d6008d1a490398dd07162b28d3b3,EVT_048,PURCHASE,SUCCESS,2025-11-28 04:13:59.645973,2,177.0,177,0.0,c3b85deabdca8006cdcb586478029475,False,0,0,0
0x5f3b824df5c540f788d94ff822f8da049cf82a2f,0x5aa7a0b9103c49f8b992777ce8295871,EVT_039,RESALE_LISTING,SUCCESS,2025-11-28 04:48:08.640445,1,943.45,362,160.62,ab1563166fa346dc2e884e565429b9fc,True,1,0,30
0xf0d7d0c15daa4ae393918c0c1769dff658438f27,0xeb8047a1cf9b41ee8191a74e95f51700,EVT_048,PURCHASE,SUCCESS,2025-11-28 07:10:16.645973,2,177.0,177,0.0,1a826102cc7e4d68f1f7399b84dcd8ce,False,0,0,0
0x8f5360855c17485fbc6eb57f6e2cc7e616c9c841,0x045e5a3038cb48a6929eb498ffea1768,EVT_048,RESALE_LISTING,SUCCESS,2025-11-28 07:53:22.645973,4,306.73,177,73.3,bb94082de1f66e20ff160695063013e8,True,1,0,30
0xa8c6bb54b79b46df9c1ecf7e2b3df63ef303e61c,0x2dc2c8361a1c440d820ab03434c2e57f,EVT_039,PURCHASE,SUCCESS,2025-11-28 08:53:35.640445,1,362.0,362,0.0,8741b0a175c3de3c05e3e61ae07ae998,False,0,0,0
0x9a9c8c7e1b7049ae97401d1996777f9062aa06f4,0xb5a113222144414cb24fc3fcf11ea9fc,EVT_039,PURCHASE,SUCCESS,2025-11-28 09:51:03.640445,2,362.0,362,0.0,59ec5e4f2e529f7945663a6e0c58e716,False,0,0,0
0xfa923f386c144b1997115caf36e02a8c121b1731,0x025f06830f02432384eac49549e5aac9,EVT_048,PURCHASE,SUCCESS,2025-11-28 11:06:42.645973,2,177.0,177,0.0,76438e59ccff417e0bed44f7488a0699,False,0,0,0
0x1601661e9c6e41dd8d0734ab713383e7974b41a9,0x29da27a123b24734aedb733603fb14a2,EVT_048,PURCHASE,SUCCESS,2025-11-28 12:49:54.645973,4,177.0,177,0.0,d2416e40dddd926b5df8ec64811b888f,False,0,0,0
0x57db8547209444d38e0ad7d24b2bf3fb5308855f,0xe4fea22be95041688bdf380f8565c878,EVT_039,PURCHASE,SUCCESS,2025-11-28 14:34:46.640445,3,362.0,362,0.0,313e39b985f0de61b5e364b09d9301a0,False,0,0,0
0x6d11bc2bde834950bfc71dc640cfa8114eb74bc1,0xe3de734dc4fc4c0f8be7e53c2a3b3284,EVT_039,PURCHASE,SUCCESS,2025-11-28 14:53:47.640445,1,362.0,362,0.0,023ca2235e9740ab8080cd5a551c39b1,False,0,0,0
0xc8ee6222067244169fb2d14e7b5dc6ed5fb03fab,0x49f0d6f3a1ee4503a7c06f47fec6e3f6,EVT_048,PURCHASE,SUCCESS,2025-11-28 15:00:25.645973,3,177.0,177,0.0,11f5fb6b2bf490640c9c7c530cbe5c12,False,0,0,0
0xc8e88531068049d89e9bb24fa26e1ec66df0c5da,0xd74aef3775544cbd956437c5968ce180,EVT_048,PURCHASE,SUCCESS,2025-11-28 15:46:41.645973,3,177.0,177,0.0,b5feef825b425de92a9ecd5cd9d89fe1,False,0,0,0
0xf4242c4f91354af38f1bd7d625d58d87fb3bed65,0x82993a42e6ea46fb98ceaebe5029970d,EVT_048,PURCHASE,SUCCESS,2025-11-28 16:56:46.645973,3,177.0,177,0.0,b852f1a100582c575be38fbfdee10a78,False,0,0,0
0xb9feb0601020448fa9c10b35814c8a98698f14a1,0x3ada11cadf6b4497bea97341b603853b,EVT_039,PURCHASE,SUCCESS,2025-11-28 17:20:10.640445,2,362.0,362,0.0,1ec153981742892946a3ceb38fbdd1f5,False,0,0,0
0xf65b2496a76b4dfd8ca6ca59ab992384d5e4ee15,0x1b1a5661d6254e51a1e75302b8c4d476,EVT_048,RESALE_LISTING,SUCCESS,2025-11-28 18:18:36.645973,4,232.06,177,31.11,586fdaa884b8cacc1b127a2c13d8365a,True,0,0,0
0x952ccbc1ce3f4cc8abffaec2f387c98308238273,0x3dc1f189e04f41a2b5183508b0d48674,EVT_013,PURCHASE,SUCCESS,2025-11-28 18:30:41.640360,1,64.0,64,0.0,aa45f92ce539ab0953cdbd690be808a1,False,0,0,0
0xd3fd36af7faa47088cc2ff6992634401e9e523cf,0x96fed43094c045ab91a225dfc4795804,EVT_039,PURCHASE,SUCCESS,2025-11-28 19:21:13.640445,1,362.0,362,0.0,4cb199e900ffef617f193f333cf0592b,False,0,0,0
0xab22ea9ad3774c91a5abe7780bdeaf671002d4f4,0x45a224ec2bd74526a9a832b93599f9f3,EVT_013,PURCHASE,SUCCESS,2025-11-28 20:54:43.640360,4,64.0,64,0.0,bb6b0c2ffe2d706819c5519cbd1d729e,False,0,0,0
0x5cc0b21a82154a4fb449884e31aed9f4e996406b,0xab28f716ce9549f98c0d4e374e6e601f,EVT_039,PURCHASE,SUCCESS,2025-11-28 22:46:14.640445,4,362.0,362,0.0,ac4550e92240340fe7ad69bc40d6292b,False,0,0,0
0xe6f85184c0a44641880aba8702006b9bdc88462b,0xae91a86b06534219a2fd28a879f9b1dd,EVT_048,PURCHASE,SUCCESS,2025-11-29 00:10:27.645973,2,177.0,177,0.0,2043b4144141ff862df067347c3f55fa,False,0,0,0
0xe5915323a48440b7896de09eab2be8ffea4cb764,0x931fe88400dc400b88981c18b871539c,EVT_048,PURCHASE_ATTEMPT,FAILED,2025-11-29 01:17:40.645973,5,177.0,177,0.0,1203cdd78225377a982c68e0b813cd50,False,0,1,70
0x082173f6d7164188bee29f4ef0ac1d2c80bfe2ad,0xa3f06ae3fa1a4e8caac7ecd4e699025c,EVT_013,PURCHASE,SUCCESS,2025-11-29 01:24:46.640360,3,64.0,64,0.0,a3054bd8bde1dec37e9640f588983dc2,False,0,0,0
0xdc01882b1d344040bb7356542f3fd211190787d1,0x7ade0921994d4c5084f0bc9982931831,EVT_048,PURCHASE,SUCCESS,2025-11-29 01:42:06.645973,3,177.0,177,0.0,8c07be330773c44d4d22286c761df1e4,False,0,0,0
0x31d007b927cf42d3ac0bd031f70f3411226682cf,0xa6fd2649e5c647fca3d0211c76b2733a,EVT_048,PURCHASE,SUCCESS,2025-11-29 01:44:24.645973,3,177.0,177,0.0,746999fb109001245642f304cfd942f7,False,0,0,0
0xf441a3ee6d984dea84ef666266e69c323b23c325,0xbb00ba53fea64d2c8ca312cf1176594f,EVT_013,PURCHASE,SUCCESS,2025-11-29 03:31:21.640360,1,64.0,64,0.0,001b9a4c53e8a99d6dcb61559573fe15,False,0,0,0
0x51117cb216b341a38819eb8e035e8ba3a425700c,0x5ed86067f4c44b3d98337aae291ce713,EVT_039,PURCHASE,SUCCESS,2025-11-29 03:49:47.640445,3,362.0,362,0.0,9a5c90264563dfef370c2133553ba6dd,False,0,0,0
0x6bb92f4e1ab94f4c9194e041549e4edcab97a29f,0xadef363b496346808781587875be0afa,EVT_039,PURCHASE,SUCCESS,2025-11-29 03:54:19.640445,3,362.0,362,0.0,04b09d24d822a7574dd600bb70f563dc,False,0,0,0
0x79469c988f9d42489542aa14a299698fca3f4eef,0x107bf38bdb6e41eca848519c861e3a3c,EVT_048,PURCHASE,SUCCESS,2025-11-29 04:24:36.645973,3,177.0,177,0.0,1d3faaa3e7be3c04c2b1f015fef44a04,False,0,0,0
0xcc37e7960d48457eabc21f973552e299e0d90af6,0xd2a9e5a8b92242e690e2499fbbb36516,EVT_039,PURCHASE,SUCCESS,2025-11-29 04:36:06.640445,3,362.0,362,0.0,9c1319939da86fad532ed63e5b461b56,False,0,0,0
0x97d38bd58c2a4d26bb9e052373d3afbc30baab2e,0xf280ef6965f24139ba6020b4278c0708,EVT_013,PURCHASE,SUCCESS,2025-11-29 05:36:44.640360,1,64.0,64,0.0,88b13bbcf175ac20cc27a38577494416,False,0,0,0
0x071b5d5868f14a1bbe7d0f0d6e1db3a3513a870f,0xa27bf724bd154633bb731c9caf81e694,EVT_048,PURCHASE,SUCCESS,2025-11-29 06:43:58.645973,1,177.0,177,0.0,e2fc4f55ccfe3170dbdaf13011aebd37,False,0,0,0
0x1ff9144c1cad45c3b7502bb9f0438cc3459dded8,0xd8a06a8d7c8f42488ab581cedab462f0,EVT_048,PURCHASE,SUCCESS,2025-11-29 08:34:53.645973,2,177.0,177,0.0,9108f9e777b763d6a7da98f29711cbfd,False,0,0,0
0xdb8280eaa46f4ee8a94bdec86461bda5e2ef75f7,0x2f268ef233b8435e88b432734ad7b5ea,EVT_039,PURCHASE,SUCCESS,2025-11-29 09:17:59.640445,2,362.0,362,0.0,80721936ce080607fa6afd350b76aaea,False,0,0,0
0x6de39fb1ff9749afa8f8a59342efd03a82ae8177,0x7aabc71977524ec191570ef8633299fe,EVT_013,PURCHASE_ATTEMPT,FAILED,2025-11-29 10:39:04.640360,19,64.0,64,0.0,3de1c7331e931aac4010a4de270cb0ce,False,1,1,100
0x5cf92c5c2e234721a0bd8485959dde10273ab3eb,0xe5af1fb93178416c9036ebc5ce9534f1,EVT_048,PURCHASE,SUCCESS,2025-11-29 11:10:54.645973,1,177.0,177,0.0,6a99117d3057284416f801f28745b1c9,False,0,0,0
0xd8c488debe1b46399d26e23d42e02938e8488d58,0xa1ec2d94da0d4d7eb171e8dc195bf487,EVT_013,PURCHASE,SUCCESS,2025-11-29 11:38:14.640360,3,64.0,64,0.0,28741b228af515a061083a5452f75fa6,False,0,0,0
0x10f233800e68477bb1affabab82f34e95f7d4ad0,0xd369ee84ca2c4a3cb9ba699107aa3fa6,EVT_039,PURCHASE,SUCCESS,2025-11-29 14:47:37.640445,4,362.0,362,0.0,120b35b17758f7cf51177a023ba0b698,False,0,0,0
0x676338b44db74a30a34f444d9c584782a0e98818,0x1bb919406ce84d1194d73d8b14d46907,EVT_039,PURCHASE,SUCCESS,2025-11-29 15:05:53.640445,3,362.0,362,0.0,6128ee6b8ed0d84d5d1b48b28ec65054,False,0,0,0
0x11cdcd9ee14a4f35aa80d1c23bfaeecc3c50242f,0x8e4882b18a5f4b069eb130f2975f56ac,EVT_013,PURCHASE,SUCCESS,2025-11-29 16:46:51.640360,4,64.0,64,0.0,39970c7c09f71e475869cff190fc340b,False,0,0,0
0x9ea12ebac03d4b54895cd9c33168d1a5f5cda11c,0xd66de705d9a54f1da5fd8c350559872c,EVT_001,PURCHASE,SUCCESS,2025-11-29 17:11:25.640309,2,214.0,214,0.0,60c62abc26d10304b1e85974bf6e2ca6,False,0,0,0
0xa2ab14288d3848f1b3dacd8688a5ae07de33a267,0x92ebc7ded8c64ba282d57b28e8176380,EVT_001,PURCHASE,SUCCESS,2025-11-29 18:03:56.640309,1,214.0,214,0.0,6f1bc8b3c618f7d2f4ea528437ec3a9f,False,0,0,0
0x611d2981166d4b62a929866cae258725b721aab9,0x8a9dfbe92b254887b61896e6bb27063d,EVT_001,PURCHASE,SUCCESS,2025-11-29 19:02:09.640309,2,214.0,214,0.0,d0fa9a31c970c4187036e8a8f032d7d7,False,0,0,0
0x084d4824b0f74c8eb8ba8298bc0fe9faae67ad03,0x6620b42b0ff14e7fb8abed01a2d867cd,EVT_039,PURCHASE,SUCCESS,2025-11-29 19:55:10.640445,4,362.0,362,0.0,8fdf9be552ce6848b7db6c0e4e60bdce,False,0,0,0
0x7551d19994824518adf79b48ed5fbb2637187f2e,0x93a59427c34e4b8b989c55e82d1ea3ba,EVT_001,PURCHASE,SUCCESS,2025-11-29 21:01:30.640309,2,214.0,214,0.0,0ac386f16bb893f805af08ab0153e6b3,False,0,0,0
0x0479a488b8704218abf863955eafe06b10a16c70,0x1d3a1379dba840a594040ff0837ac88e,EVT_048,PURCHASE,SUCCESS,2025-11-29 23:40:38.645973,4,177.0,177,0.0,3d9c1aaa302d7f33150ddcad6a54b251,False,0,0,0
0x0c66d8501815438eb4276be56d7d6f06f61bcd36,0xc6bab06187fa404184545558fd94d706,EVT_001,RESALE_LISTING,SUCCESS,2025-11-30 00:22:05.640309,1,555.81,214,159.72,ffe4e96480da7851982cb045f450ccbe,True,1,0,30
0x69504085b3ef4753ab2da51b0871783112883862,0x2a2928ba64674b438c9c3b15f1b0da47,EVT_001,PURCHASE,SUCCESS,2025-11-30 01:00:23.640309,4,214.0,214,0.0,d9c3e7c5c40369d837a1e1c990b4168b,False,0,0,0
0x068df1c5652c4053a964daf27c4e021a52258e9b,0xd8eac980ab644c7dafc59c5c00ec1c78,EVT_001,PURCHASE,SUCCESS,2025-11-30 02:02:22.640309,2,214.0,214,0.0,0886f55aeb34e1a8fecc5e7a27d57ab6,False,0,0,0
0xd355805d4a7048539e76cf0bc61ba2d5e22bd40c,0xb7ca1861eb09469da705b233b88f9ac9,EVT_039,PURCHASE_ATTEMPT,SUCCESS,2025-11-30 03:04:04.640445,20,362.0,362,0.0,558285613932052adada48a180275d3c,False,1,1,100
0x05356f0b88e34366bb65a068ae388198ee521e1f,0x7e53cc74520c497fbaed304d8f73d8d2,EVT_013,PURCHASE,SUCCESS,2025-11-30 03:58:37.640360,1,64.0,64,0.0,13293774aca7ff2f9bfcaf4d080ccc31,False,0,0,0
0x1c9220f5beae45c19d6bfa7a13262738fb8ab039,0xedac6f27a16741998ee2669aaed51a54,EVT_001,PURCHASE,SUCCESS,2025-11-30 04:29:03.640309,2,214.0,214,0.0,81cf1e10eb56074c90a8bc66a89607d1,False,0,0,0
0xb93d114e034442649deb450a9f40f9f3c260580a,0x9b8ffad61e2144baad97a65b0f349dd1,EVT_039,PURCHASE,SUCCESS,2025-11-30 05:11:43.640445,3,362.0,362,0.0,f08393e41c251d0632b4c1e3699948e7,False,0,0,0
0x5f617990147b4eadac14be586a7fab9073397931,0x80a05fd2b1d34c3da1643cb104eb03c4,EVT_001,PURCHASE,SUCCESS,2025-11-30 08:39:08.640309,3,214.0,214,0.0,5b849b891a8b12bd8929535fa1817ef5,False,0,0,0
0xc392e55b954c486197270becc089ec61e8d73491,0x760b6c9a519440fea81ab76c2c12b9be,EVT_039,PURCHASE,SUCCESS,2025-11-30 09:02:29.640445,2,362.0,362,0.0,46ddf79115d01f3444a9d0bd77cb087e,False,0,0,0
0x6f5b00490e7a411faed611516261610850d9c664,0x39559e8dddb944c983cc0f99cd9dd492,EVT_039,PURCHASE,SUCCESS,2025-11-30 09:40:02.640445,4,362.0,362,0.0,8d93770cc070e4fc795ca3d21219ec13,False,0,0,0
0xf08b9abcf3bd47c8b1beaa36197626cf1202dce6,0x51d7f841cbc54ac69b6483da05b92fcb,EVT_048,PURCHASE,SUCCESS,2025-11-30 09:46:33.645973,3,177.0,177,0.0,b465af8a35bd69b3a128286cb10fccb5,False,0,0,0
0xc8bcab23ccb24620b5444b37fe3237f03504e101,0xe6ee89555d264657b233198f9c173f37,EVT_013,PURCHASE,SUCCESS,2025-11-30 10:55:44.640360,1,64.0,64,0.0,e9188b33fbd5749f60d2aaf7c0c5323c,False,0,0,0
0xdde9a980838b48aea9b4740d1ec07170a3185deb,0xc40c059014ec4e7282358404e1ca4500,EVT_039,PURCHASE,SUCCESS,2025-11-30 11:29:19.640445,3,362.0,362,0.0,338efec2bdf6cc34e9edb3eca55c2806,False,0,0,0
0x4ef74e1690ed469090bf1ecb9db687ea865a185a,0x5bbd886623e44ab593eae4053429fa15,EVT_013,PURCHASE,SUCCESS,2025-11-30 11:36:23.640360,1,64.0,64,0.0,790c70151eda750348a6cf93eeea38c8,False,0,0,0
0xe6e332ced80a4bd28dd7edf3d106006c563268b6,0x00d33a15244843d1993d5059a9bf3621,EVT_013,PURCHASE,SUCCESS,2025-11-30 11:42:53.640360,1,64.0,64,0.0,b091817de76b23f2dcb9346c2ba71729,False,0,0,0
0x020052feb8dd4a89ad993fe1f4b8625e8022fe11,0xa43d91da1ac74327b440de2abbb1c5a0,EVT_048,PURCHASE,SUCCESS,2025-11-30 13:35:01.645973,3,177.0,177,0.0,bd3153ab48824f25b2f5258293452d3d,False,0,0,0
0x280f05ca5f6342bda6f849749e30fdb79ec8d571,0x7040cd7e090645bcb398dd5465504859,EVT_039,PURCHASE,SUCCESS,2025-11-30 13:49:16.640445,3,362.0,362,0.0,62fe6a0bf29e2b3d8f354d60a8153486,False,0,0,0
0x4d7651d9a9224afc9a153743dde7fce7644dce04,0x6e81d8024f994733a96f21921bc4a815,EVT_001,PURCHASE,SUCCESS,2025-11-30 14:53:06.640309,1,214.0,214,0.0,ac8bf06ba843e5864810186e3e313a20,False,0,0,0
0xaf3416946f7442079ee8ee378087769b8710b89f,0x0996148cfe154a0490b8617c559c53c1,EVT_039,RESALE_LISTING,SUCCESS,2025-11-30 15:42:34.640445,2,1005.02,362,177.63,45b3a4627143ad629a9890300e7a4c11,True,1,0,30
0xe94a5d60e7dc44e190ab7af78c4af504d27f373f,0xc88420c9c7f342e69f5dcb364419f74c,EVT_025,PURCHASE,SUCCESS,2025-11-30 17:11:12.640405,4,466.0,466,0.0,b10896d3f4bb250b29c39fa1670c4254,False,0,0,0
0xe3200c17ac8349939cd621753db88e0efc1efdcb,0x7aabc71977524ec191570ef8633299fe,EVT_039,PURCHASE_ATTEMPT,SUCCESS,2025-11-30 19:02:28.640445,6,362.0,362,0.0,160197e44e600f15d3bcf420676c2aa0,False,0,0,20
0xe143d5528a444ef98f27806af2709a0c7f78eb47,0xa107b2800812449ca0222541f72f45de,EVT_041,PURCHASE,SUCCESS,2025-11-30 19:21:32.640451,4,310.0,310,0.0,a0e2a0df16e466421e0e65c79cdbf970,False,0,0,0
0xf2928c96573d4e948b2ec54de11f9b50d4eac8fe,0x0996148cfe154a0490b8617c559c53c1,EVT_048,PURCHASE,SUCCESS,2025-11-30 19:50:16.645973,1,177.0,177,0.0,3ae58b23fd250e80129a70f7b5df75a2,False,0,0,0
0xdbd9299644704bb8a80f75d7b18a2f6e1b7c0af3,0x4a4e030d7f544608b5bfe584fb82f961,EVT_041,PURCHASE,SUCCESS,2025-11-30 20:41:53.640451,1,310.0,310,0.0,92eb2d0ae7a73d1a07064fc88352e8cc,False,0,0,0
0x4185a70cb7f2428ca40593d0361ff72cceafe1d5,0x862e264f87094188b4b3b842f12f41fc,EVT_039,PURCHASE,SUCCESS,2025-11-30 20:52:00.640445,2,362.0,362,0.0,23078a00ea3234123ea8093aeba3d80b,False,0,0,0
0x304571b008474bceb254fa5f3bcc71cbb528084e,0x404f09e9db78412a864176a80bab13c6,EVT_025,PURCHASE,SUCCESS,2025-11-30 20:58:04.640405,1,466.0,466,0.0,4361feb21d56be66c58f7b754c8c578f,False,0,0,0
0x350d02167e3d4904ad418be98c564d509e171826,0x9e415fc380a54bd999930529aaa14f6c,EVT_013,PURCHASE,SUCCESS,2025-11-30 21:26:18.640360,2,64.0,64,0.0,e9dae7ca38c3ff9d5626e074dd39da48,False,0,0,0
0xad642d700b81463595ac9d941e63e5d50475d351,0xfb8e8b8c916f4556a6fd703545a3489c,EVT_048,PURCHASE,SUCCESS,2025-11-30 21:38:57.645973,2,177.0,177,0.0,500080b23ee6778996d6f085a17a8c4c,False,0,0,0
0x56ba7ba61bc04b3da554de375422b1c3dc5990c1,0x989a08291c3743e8bc703dd19d3f28f0,EVT_042,PURCHASE,SUCCESS,2025-11-30 21:46:31.640454,3,142.0,142,0.0,b94985e6a803b7d92fe02482950d3504,False,0,0,0
0xa6ff80da0d614cefb13830d2cbb83dc23fde5c95,0xab249b9e5b204b45bdc5701c5e2fdc75,EVT_039,PURCHASE,SUCCESS,2025-11-30 22:04:37.640445,2,362.0,362,0.0,88ef9b8f6f6193f66da81e2314c65d62,False,0,0,0
0x3df2ad1e22af4589b74b29c7ef4417e5f7f6fccb,0xb513f88d9c2d405484bdc38ab8079b60,EVT_025,PURCHASE,SUCCESS,2025-11-30 23:04:42.640405,1,466.0,466,0.0,7e62888196eba73bc9e0d2f967f65e5c,False,0,0,0
0xa581a99911a24d94a13c6c6adeebe011fd63d207,0x7aabc71977524ec191570ef8633299fe,EVT_041,PURCHASE_ATTEMPT,SUCCESS,2025-11-30 23:10:46.640451,17,310.0,310,0.0,9692a6877171ecb251e78f98df8b338d,False,1,1,100
0xd9546ce73265408ca1613c9083b6c9531d5c385b,0xf2a646c8f7064d1da5272f0222453f78,EVT_025,PURCHASE,SUCCESS,2025-11-30 23:32:09.640405,4,466.0,466,0.0,f1a274b8cc79390c7b42547c101ed7e1,False,0,0,0
0xea5a325561cb40179a29acd25a195a42d7208486,0x9fd2ad3b84114a4594aeec5e5143c2ec,EVT_042,PURCHASE,SUCCESS,2025-11-30 23:40:35.640454,4,142.0,142,0.0,5e42255dc8e4ba90b8ae1ff11586e9e9,False,0,0,0
0x2672a75f3f3947138d46bc84ce778cc4314fa310,0x4d76ce1efe62425cae65bb8c528aa5b3,EVT_030,PURCHASE,SUCCESS,2025-11-30 23:46:27.640420,3,411.0,411,0.0,086a40bfa30ab2f88743408f70b365a4,False,0,0,0
0x926d7ab0c63e411884ed8b20cdcd128a52c184db,0x142ec1ebf5db45e583f6402800d97b53,EVT_025,PURCHASE,SUCCESS,2025-12-01 00:24:48.640405,3,466.0,466,0.0,c72dec01ca3d72b9f17239917d4751ce,False,0,0,0
0xe1c820a38e494e4ebdbb3970b36bd9e539b52549,0x75197d7918a54bc49c3bdc67e91e8f79,EVT_048,PURCHASE,SUCCESS,2025-12-01 01:26:52.645973,4,177.0,177,0.0,9ae337fa95198f834d91ca9d2ea73948,False,0,0,0
0xb002ff68055647cd93d9dbf06a8f6b45153726f8,0x0f36caf47b4d43bdb27fecec7f98740d,EVT_025,PURCHASE,SUCCESS,2025-12-01 01:37:45.640405,4,466.0,466,0.0,b0c96f1514abf3636d0a23aec432b56b,False,0,0,0
0x853ae150e76e499e84220c06ee2ee52e6d73fd16,0xe9e94c41995240ada7bea9f6b4a97490,EVT_048,PURCHASE,SUCCESS,2025-12-01 01:49:02.645973,4,177.0,177,0.0,e2dd714d4f862f66878ff33bd56c5198,False,0,0,0
0x4feb700b0f3f43f29dc3d30852792ced8092f2e8,0xc8c594e6c2ef4e27a4405e6c1161b06e,EVT_048,RESALE_LISTING,SUCCESS,2025-12-01 02:29:56.645973,3,276.72,177,56.34,77492383b32ba5cdac17652d705772f0,True,1,0,30
0x1ea963acdd6f419c8b04457359a8b3865554cea5,0x46c63e4e523f447787fcc72302974cda,EVT_025,PURCHASE,SUCCESS,2025-12-01 02:41:06.640405,3,466.0,466,0.0,a1b5d6e6c4e3e0142a81b8b3e6122ef1,False,0,0,0
0xc05677879e254d629a92dfe3d10ea3357a04f851,0x03e266d10a4547b88d31fb97a458b242,EVT_042,PURCHASE,SUCCESS,2025-12-01 03:06:05.640454,1,142.0,142,0.0,88d8902aba4b87a1c2f2f47cbdb111fd,False,0,0,0
0x8b6f63aaefa84a72b7b3f8a8e2a7af3a3f0ddb8c,0xc8aa74389c5b4ce9b63f52486aa8eccb,EVT_013,PURCHASE,SUCCESS,2025-12-01 03:50:05.640360,1,64.0,64,0.0,ca100c1474e23aa8569856582c29f317,False,0,0,0
